prefix,count,white_win_rate,black_win_rate,draw_rate,main_opening
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'd2d3', 'f8e7')",1,1.0,0.0,0.0,"Ruy Lopez: Morphy Defense, Anderssen Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'd2d4')",2,1.0,0.0,0.0,"Ruy Lopez: Morphy Defense, Mackenzie Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'd2d4', 'b7b5')",1,1.0,0.0,0.0,"Ruy Lopez: Morphy Defense, Mackenzie Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'd2d4', 'e5d4')",1,1.0,0.0,0.0,"Ruy Lopez: Morphy Defense, Mackenzie Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1')",24,0.375,0.542,0.083,Ruy Lopez: Morphy Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'b7b5')",8,0.75,0.125,0.125,Ruy Lopez: Morphy Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'f6e4')",2,0.0,1.0,0.0,"Ruy Lopez: Open Variations, Howell Attack #2"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'f8e7')",14,0.214,0.714,0.071,"Ruy Lopez: Closed, Anti-Marshall 8.a4"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6')",4,0.25,0.75,0.0,"Ruy Lopez: Exchange Variation, Keres Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'd7c6')",4,0.25,0.75,0.0,"Ruy Lopez: Exchange Variation, Keres Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'd7c6', 'b1c3')",2,0.0,1.0,0.0,"Ruy Lopez: Exchange Variation, Keres Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'd7c6', 'b1c3', 'f7f6')",1,0.0,1.0,0.0,"Ruy Lopez: Exchange Variation, Keres Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'd7c6', 'b1c3', 'f8d6')",1,0.0,1.0,0.0,"Ruy Lopez: Exchange Variation, Keres Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'd7c6', 'e1g1')",2,0.5,0.5,0.0,"Ruy Lopez: Exchange Variation, Gligoric Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'd7c6', 'e1g1', 'd8f6')",1,0.0,1.0,0.0,"Ruy Lopez: Exchange Variation, Normal Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'd7c6', 'e1g1', 'f7f6')",1,1.0,0.0,0.0,"Ruy Lopez: Exchange Variation, Gligoric Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'c6d4')",2,0.5,0.5,0.0,Ruy Lopez: Bird Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'c6d4', 'f3d4')",2,0.5,0.5,0.0,Ruy Lopez: Bird Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'c6d4', 'f3d4', 'e5d4')",2,0.5,0.5,0.0,Ruy Lopez: Bird Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'c6d4', 'f3d4', 'e5d4', 'b5c4')",1,1.0,0.0,0.0,Ruy Lopez: Bird Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'c6d4', 'f3d4', 'e5d4', 'b5c4', 'h7h5')",1,1.0,0.0,0.0,Ruy Lopez: Bird Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'c6d4', 'f3d4', 'e5d4', 'e1g1')",1,0.0,1.0,0.0,Ruy Lopez: Bird Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'c6d4', 'f3d4', 'e5d4', 'e1g1', 'f8c5')",1,0.0,1.0,0.0,Ruy Lopez: Bird Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'f7f5')",2,0.5,0.5,0.0,"Ruy Lopez: Schliemann Defense, Tartakower Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'f7f5', 'b1c3')",2,0.5,0.5,0.0,"Ruy Lopez: Schliemann Defense, Tartakower Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'f7f5', 'b1c3', 'f5e4')",2,0.5,0.5,0.0,"Ruy Lopez: Schliemann Defense, Tartakower Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'f7f5', 'b1c3', 'f5e4', 'c3e4')",2,0.5,0.5,0.0,"Ruy Lopez: Schliemann Defense, Tartakower Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'f7f5', 'b1c3', 'f5e4', 'c3e4', 'g8f6')",2,0.5,0.5,0.0,"Ruy Lopez: Schliemann Defense, Tartakower Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6')",5,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'c2c3')",2,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'c2c3', 'a7a6')",1,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'c2c3', 'a7a6', 'b5a4')",1,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'c2c3', 'a7a6', 'b5a4', 'd7d6')",1,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'c2c3', 'd7d6')",1,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'c2c3', 'd7d6', 'e1g1')",1,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'c2c3', 'd7d6', 'e1g1', 'c8d7')",1,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'e1g1')",3,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'e1g1', 'f8g7')",3,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'e1g1', 'f8g7', 'c2c3')",2,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'e1g1', 'f8g7', 'c2c3', 'd7d6')",1,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'e1g1', 'f8g7', 'c2c3', 'g8e7')",1,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'e1g1', 'f8g7', 'f1e1')",1,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'e1g1', 'f8g7', 'f1e1', 'a7a6')",1,0.0,1.0,0.0,Ruy Lopez: Fianchetto Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7')",6,0.5,0.333,0.167,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'b1c3')",3,0.667,0.0,0.333,"Ruy Lopez: Cozio Defense, Paulsen Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'b1c3', 'd7d6')",1,1.0,0.0,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'b1c3', 'd7d6', 'd2d4')",1,1.0,0.0,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'b1c3', 'd7d6', 'd2d4', 'c8d7')",1,1.0,0.0,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'b1c3', 'g7g6')",2,0.5,0.0,0.5,"Ruy Lopez: Cozio Defense, Paulsen Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'b1c3', 'g7g6', 'd2d4')",1,0.0,0.0,1.0,"Ruy Lopez: Cozio Defense, Paulsen Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'b1c3', 'g7g6', 'd2d4', 'e5d4')",1,0.0,0.0,1.0,"Ruy Lopez: Cozio Defense, Paulsen Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'b1c3', 'g7g6', 'h2h4')",1,1.0,0.0,0.0,"Ruy Lopez: Cozio Defense, Paulsen Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'b1c3', 'g7g6', 'h2h4', 'h7h5')",1,1.0,0.0,0.0,"Ruy Lopez: Cozio Defense, Paulsen Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'c2c3')",1,0.0,1.0,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'c2c3', 'g7g6')",1,0.0,1.0,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'c2c3', 'g7g6', 'd2d4')",1,0.0,1.0,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'c2c3', 'g7g6', 'd2d4', 'e5d4')",1,0.0,1.0,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'e1g1')",2,0.5,0.5,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'e1g1', 'g7g6')",2,0.5,0.5,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'e1g1', 'g7g6', 'b5c6')",1,0.0,1.0,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'e1g1', 'g7g6', 'b5c6', 'e7c6')",1,0.0,1.0,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'e1g1', 'g7g6', 'c2c3')",1,1.0,0.0,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8e7', 'e1g1', 'g7g6', 'c2c3', 'f8g7')",1,1.0,0.0,0.0,Ruy Lopez: Cozio Defense
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6')",11,0.182,0.727,0.091,Ruy Lopez: Berlin Defense #2
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'b1c3')",2,0.0,1.0,0.0,Four Knights Game: Janowski Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'b1c3', 'f8b4')",2,0.0,1.0,0.0,Four Knights Game: Janowski Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'b1c3', 'f8b4', 'e1g1')",2,0.0,1.0,0.0,Four Knights Game: Janowski Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'b1c3', 'f8b4', 'e1g1', 'e8g8')",2,0.0,1.0,0.0,Four Knights Game: Janowski Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'd2d3')",3,0.333,0.667,0.0,Ruy Lopez: Berlin Defense #2
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'd2d3', 'd7d6')",1,0.0,1.0,0.0,Ruy Lopez: Berlin Defense #2
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'd2d3', 'd7d6', 'c2c3')",1,0.0,1.0,0.0,Ruy Lopez: Berlin Defense #2
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'd2d3', 'd7d6', 'c2c3', 'g7g6')",1,0.0,1.0,0.0,Ruy Lopez: Berlin Defense #2
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'd2d3', 'f8c5')",2,0.5,0.5,0.0,Ruy Lopez: Berlin Defense #2
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'd2d3', 'f8c5', 'c2c3')",2,0.5,0.5,0.0,Ruy Lopez: Berlin Defense #2
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'd2d3', 'f8c5', 'c2c3', 'e8g8')",2,0.5,0.5,0.0,Ruy Lopez: Berlin Defense #2
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'd2d4')",1,0.0,0.0,1.0,Ruy Lopez: Berlin Defense #2
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'd2d4', 'e5d4')",1,0.0,0.0,1.0,Ruy Lopez: Berlin Defense #2
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'd2d4', 'e5d4', 'e4e5')",1,0.0,0.0,1.0,Ruy Lopez: Berlin Defense #2
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'd2d4', 'e5d4', 'e4e5', 'f6e4')",1,0.0,0.0,1.0,Ruy Lopez: Berlin Defense #2
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1')",5,0.2,0.8,0.0,"Ruy Lopez: Berlin Defense, l'Hermet Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f6e4')",4,0.25,0.75,0.0,"Ruy Lopez: Berlin Defense, l'Hermet Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f6e4', 'd1e2')",1,0.0,1.0,0.0,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f6e4', 'd1e2', 'e4d6')",1,0.0,1.0,0.0,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f6e4', 'd2d4')",3,0.333,0.667,0.0,"Ruy Lopez: Berlin Defense, l'Hermet Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f6e4', 'd2d4', 'e4d6')",3,0.333,0.667,0.0,"Ruy Lopez: Berlin Defense, l'Hermet Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f8c5')",1,0.0,1.0,0.0,"Ruy Lopez: Berlin Defense, Beverwijk Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f8c5', 'f3e5')",1,0.0,1.0,0.0,"Ruy Lopez: Berlin Defense, Beverwijk Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f8c5', 'f3e5', 'c6e5')",1,0.0,1.0,0.0,"Ruy Lopez: Berlin Defense, Beverwijk Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4')",34,0.5,0.412,0.088,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5')",20,0.45,0.45,0.1,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4')",3,0.667,0.333,0.0,"Italian Game: Evans Gambit Declined, Cordel Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4')",2,0.5,0.5,0.0,"Italian Game: Evans Gambit, Main Line"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3')",2,0.5,0.5,0.0,"Italian Game: Evans Gambit, Main Line"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4a5')",1,0.0,1.0,0.0,"Italian Game: Evans Gambit, Main Line"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4d6')",1,1.0,0.0,0.0,"Italian Game: Evans Gambit, Stone-Ware Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b6')",1,1.0,0.0,0.0,"Italian Game: Evans Gambit Declined, Cordel Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b6', 'c1b2')",1,1.0,0.0,0.0,"Italian Game: Evans Gambit Declined, Cordel Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b6', 'c1b2', 'd7d6')",1,1.0,0.0,0.0,"Italian Game: Evans Gambit Declined, Cordel Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'c2c3')",7,0.429,0.286,0.286,"Italian Game: Classical Variation, Giuoco Pianissimo"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'c2c3', 'g8f6')",7,0.429,0.286,0.286,"Italian Game: Classical Variation, Giuoco Pianissimo"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'c2c3', 'g8f6', 'd2d3')",5,0.4,0.2,0.4,"Italian Game: Classical Variation, Giuoco Pianissimo"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'c2c3', 'g8f6', 'd2d3', 'a7a6')",2,0.0,0.0,1.0,"Italian Game: Classical Variation, Giuoco Pianissimo"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'c2c3', 'g8f6', 'd2d3', 'd7d6')",2,0.5,0.5,0.0,"Italian Game: Classical Variation, Giuoco Pianissimo"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'c2c3', 'g8f6', 'd2d3', 'e8g8')",1,1.0,0.0,0.0,"Italian Game: Classical Variation, Giuoco Pianissimo"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'c2c3', 'g8f6', 'd2d4')",2,0.5,0.5,0.0,"Italian Game: Classical Variation, Greco Gambit, Anderssen Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'c2c3', 'g8f6', 'd2d4', 'e5d4')",2,0.5,0.5,0.0,"Italian Game: Classical Variation, Greco Gambit, Anderssen Variation"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'd2d3')",2,0.0,1.0,0.0,Italian Game: Giuoco Pianissimo
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'd2d3', 'd7d6')",1,0.0,1.0,0.0,Italian Game: Giuoco Pianissimo
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'd2d3', 'd7d6', 'e1g1')",1,0.0,1.0,0.0,Italian Game: Giuoco Pianissimo
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'd2d3', 'd7d6', 'e1g1', 'g8f6')",1,0.0,1.0,0.0,Italian Game: Giuoco Pianissimo
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'd2d3', 'g8f6')",1,0.0,1.0,0.0,"Italian Game: Giuoco Pianissimo, Normal"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'd2d3', 'g8f6', 'h2h3')",1,0.0,1.0,0.0,"Italian Game: Giuoco Pianissimo, Normal"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'd2d3', 'g8f6', 'h2h3', 'a7a6')",1,0.0,1.0,0.0,"Italian Game: Giuoco Pianissimo, Normal"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1')",8,0.5,0.5,0.0,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1', 'd7d6')",5,0.4,0.6,0.0,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1', 'd7d6', 'c2c3')",3,0.0,1.0,0.0,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1', 'd7d6', 'c2c3', 'c5b6')",1,0.0,1.0,0.0,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1', 'd7d6', 'c2c3', 'c8g4')",1,0.0,1.0,0.0,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1', 'd7d6', 'c2c3', 'g8f6')",1,0.0,1.0,0.0,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1', 'd7d6', 'h2h3')",2,1.0,0.0,0.0,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1', 'd7d6', 'h2h3', 'c8e6')",2,1.0,0.0,0.0,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1', 'g8f6')",3,0.667,0.333,0.0,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1', 'g8f6', 'd2d3')",2,0.5,0.5,0.0,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1', 'g8f6', 'd2d3', 'e8g8')",2,0.5,0.5,0.0,Giuoco Piano
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1', 'g8f6', 'd2d4')",1,1.0,0.0,0.0,Italian Game: Deutz Gambit
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'e1g1', 'g8f6', 'd2d4', 'c5d4')",1,1.0,0.0,0.0,Italian Game: Deutz Gambit
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6')",14,0.571,0.357,0.071,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'b1c3')",1,1.0,0.0,0.0,Four Knights Game: Italian Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'b1c3', 'f6e4')",1,1.0,0.0,0.0,Four Knights Game: Italian Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'b1c3', 'f6e4', 'e1g1')",1,1.0,0.0,0.0,Four Knights Game: Italian Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'b1c3', 'f6e4', 'e1g1', 'e4c3')",1,1.0,0.0,0.0,Four Knights Game: Italian Variation
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'd2d3')",7,0.429,0.429,0.143,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'd2d3', 'd7d5')",2,0.5,0.0,0.5,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'd2d3', 'd7d5', 'e4d5')",2,0.5,0.0,0.5,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'd2d3', 'd7d5', 'e4d5', 'f6d5')",2,0.5,0.0,0.5,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'd2d3', 'f8c5')",2,0.5,0.5,0.0,"Italian Game: Giuoco Pianissimo, Normal"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'd2d3', 'f8c5', 'e1g1')",2,0.5,0.5,0.0,"Italian Game: Giuoco Pianissimo, Normal"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'd2d3', 'f8c5', 'e1g1', 'e8g8')",2,0.5,0.5,0.0,"Italian Game: Giuoco Pianissimo, Normal"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'd2d3', 'f8e7')",3,0.333,0.667,0.0,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'd2d3', 'f8e7', 'c2c3')",1,0.0,1.0,0.0,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'd2d3', 'f8e7', 'c2c3', 'e8g8')",1,0.0,1.0,0.0,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'd2d3', 'f8e7', 'e1g1')",2,0.5,0.5,0.0,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
"('e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'd2d3', 'f8e7', 'e1g1', 'e8g8')",2,0.5,0.5,0.0,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
